
''	0	0	302
'a	0	0	413
'b	0	0	286
bq	0	0	346
'c	0	0	276
'd	0	0	288
'e	0	0	374
'f	0	0	327
fk	0	0	358
'g	0	0	290
gx	0	0	335
'h	0	0	308
hx	0	0	338
'i	0	0	337
'j	0	0	293
jq	0	0	336
jx	0	0	308
jz	0	0	328
'k	0	0	321
kx	0	0	328
kz	0	0	311
'l	0	0	323
lk	0	0	487
lq	0	0	344
'm	0	0	289
mq	0	0	363
'n	0	0	271
'o	0	0	377
'p	0	0	294
'q	0	0	280
qg	0	0	309
qj	0	0	313
qx	0	0	319
qz	0	0	347
'r	0	0	276
rz	0	0	364
's	0	0	244
't	0	0	280
'u	0	0	379
uo	0	0	688
uq	0	0	413
'v	0	0	276
vk	0	0	364
vq	0	0	358
vz	0	0	304
'w	0	0	305
wq	0	0	326
wx	0	0	338
wz	0	0	357
'x	0	0	304
xg	0	0	319
xj	0	0	327
xk	0	0	349
xz	0	0	383
'y	0	0	358
yj	0	0	397
yk	0	0	396
yx	0	0	404
yz	0	0	409
'z	0	0	298
zc	0	0	362
zf	0	0	341
zj	0	0	318
zq	0	0	337
zv	0	0	355
zx	0	0	349
gq	0,35587188612099644100	1	279
ck	0,44883303411131059200	15	3326
rk	0,90771558245083207200	6	654
yy	0,99750623441396508700	4	396
zp	1,14942528735632183900	4	343
v'	1,18343195266272189300	4	333
hk	1,21580547112462006000	4	324
gv	1,29449838187702265300	4	304
wj	1,46198830409356725100	5	336
kq	1,47928994082840236600	5	332
gg	1,71821305841924398600	15	857
qc	1,73010380622837370200	5	283
nx	1,84049079754601226900	6	319
px	1,91570881226053639800	5	255
qf	2,19435736677115987400	7	311
xw	2,25806451612903225800	7	302
fx	2,40549828178694158000	7	283
qh	2,46153846153846153800	8	316
fq	2,46913580246913580200	10	394
tq	2,56410256410256410200	10	379
wn	2,57289879931389365300	30	1135
zd	2,73972602739726027300	10	354
p'	2,77777777777777777700	9	314
xq	2,94117647058823529400	8	263
zg	2,94117647058823529400	10	329
cq	2,95698924731182795600	11	360
jj	3,16455696202531645500	10	305
nq	3,18840579710144927500	11	333
nz	3,22580645161290322500	13	389
ff	3,37129840546697038700	74	2120
jv	3,48101265822784810100	11	304
cx	3,64741641337386018200	12	316
q'	3,65448504983388704300	11	289
c'	3,72881355932203389800	11	283
qy	3,88349514563106796100	16	395
pj	4,14746543778801843300	18	415
kf	4,21545667447306791500	18	408
vj	4,23452768729641693800	13	293
qp	4,24028268551236749100	12	270
nt	4,28156748911465892500	118	2637
vb	4,29042904290429042900	13	289
yq	4,29184549356223175900	20	445
cj	4,34782608695652173900	13	285
qq	4,43686006825938566500	13	279
rq	4,44444444444444444400	16	343
rv	4,47761194029850746200	27	575
u'	4,54545454545454545400	15	314
zk	4,54545454545454545400	15	314
fv	4,56273764258555133000	12	250
z'	4,57516339869281045700	14	291
hq	4,60122699386503067400	15	310
pq	4,62633451957295373600	13	267
bx	4,76190476190476190400	16	319
vw	4,84429065743944636600	14	274
k'	4,87012987012987012900	15	292
hn	4,92537313432835820800	33	636
xb	4,95626822157434402300	17	325
yh	4,96453900709219858100	21	401
fz	5,00000000000000000000	16	303
bz	5,04201680672268907500	18	338
xp	5,08905852417302798900	20	372
zm	5,10204081632653061200	20	371
rx	5,10510510510510510500	17	315
vx	5,21472392638036809800	17	308
jw	5,21739130434782608600	18	326
gz	5,21978021978021978000	19	344
r'	5,24590163934426229500	16	288
qb	5,26315789473684210500	17	305
pz	5,27859237536656891400	18	322
wd	5,36779324055666003900	27	475
qv	5,36912751677852348900	16	281
a'	5,52631578947368421000	21	358
e'	5,54016620498614958400	20	340
x'	5,62913907284768211900	17	284
rr	5,64516129032258064500	63	1052
f'	5,64784053156146179400	17	283
jl	5,64971751412429378500	20	333
nv	5,76131687242798353900	28	457
bb	5,85714285714285714200	82	1317
jk	5,91549295774647887300	21	333
wk	6,03015075376884422100	24	373
ql	6,13496932515337423300	20	305
zt	6,13496932515337423300	20	305
lz	6,15835777126099706700	21	319
w'	6,38297872340425531900	21	307
dx	6,41399416909620991200	22	320
xl	6,44171779141104294400	21	304
hz	6,44257703081232492900	23	333
tt	6,48210668467251856800	96	1384
xc	6,50887573964497041400	22	315
s'	6,60660660660660660600	22	310
gk	6,64556962025316455600	21	294
m'	6,66666666666666666600	20	279
uy	6,67870036101083032400	37	516
ue	6,67926906112161310600	106	1480
jd	6,68693009118541033400	22	306
qk	6,72268907563025210000	24	332
h'	6,98412698412698412600	22	292
vv	6,99088145896656534900	23	305
b'	7,02875399361022364200	22	290
xf	7,04225352112676056300	25	329
qn	7,10382513661202185700	26	339
yw	7,11111111111111111100	32	417
g'	7,11974110032362459500	22	286
qd	7,22891566265060240900	24	307
tx	7,30158730158730158700	23	291
xs	7,35785953177257525000	22	276
sx	7,53424657534246575300	22	269
wg	7,56302521008403361300	27	329
y'	7,62463343108504398800	26	314
wv	7,73333333333333333300	29	345
qw	7,84753363228699551500	35	410
jm	7,89473684210526315700	30	349
jb	8,05970149253731343200	27	307
xr	8,07453416149068322900	26	295
xu	8,10810810810810810800	45	509
jp	8,15047021943573667700	26	292
xn	8,19672131147540983600	25	279
rm	8,25763831544178364900	100	1110
nn	8,25791855203619909500	73	810
rj	8,45481049562682215700	29	313
pp	8,45620121422376409300	195	2110
jr	8,66141732283464566900	33	347
wf	8,67678958785249457700	40	420
ua	8,69849574885546108500	133	1395
yd	8,75000000000000000000	42	437
nk	9,15032679738562091500	56	555
dg	9,16030534351145038100	60	594
rl	9,19395465994962216600	73	720
t'	9,20245398773006134900	30	295
mp	9,28311859927320779600	281	2745
yn	9,47030497592295345100	59	563
hh	9,64912280701754385900	33	308
lx	9,66057441253263707500	37	345
qo	9,82142857142857142800	55	504
vp	9,83606557377049180300	30	274
xh	9,88235294117647058800	42	382
gs	9,91831971995332555400	85	771
zz	9,93031358885017421600	57	516
