
''	0	0	15252
'j	0	0	15685
jq	0	0	15798
jx	0	0	15833
jz	0	0	15723
'q	0	0	15976
qj	0	0	15785
qx	0	0	15752
qz	0	0	16019
vq	0	0	15669
'x	0	0	16006
xj	0	0	15933
'z	0	0	15798
zx	0	0	15859
wq	0,03748360092459548900	6	16000
wx	0,04418076243372885600	7	15836
'y	0,05023547880690737800	8	15916
gx	0,05609573672400897500	9	16034
hx	0,06277857994852156400	10	15918
px	0,06904776850166342300	11	15919
zj	0,07007708479327259900	11	15685
vj	0,08188460569412950300	13	15862
qg	0,09337649402390438200	15	16048
qy	0,10322580645161290300	16	15483
kx	0,10641627543035993700	17	15957
qh	0,10642293727306873600	17	15956
xz	0,12518778167250876300	20	15955
'w	0,13094718463553033600	21	16015
qf	0,14423679919729085600	23	15922
qv	0,14563414170835180100	23	15769
qp	0,14720000000000000000	23	15601
vb	0,15220700152207001500	24	15743
qc	0,17584626012686051600	28	15894
vw	0,17729373773190654000	28	15764
fq	0,17992306737808661100	29	16088
jv	0,18405686722518405600	29	15726
'g	0,18409191899955564000	29	15723
qk	0,19837579815262537900	32	16098
vx	0,21055239038890265000	34	16113
cx	0,21133764296369965100	34	16053
kz	0,21403840100723953400	34	15850
'k	0,22007042253521126700	35	15868
gq	0,22374145431945307600	36	16053
kq	0,22637238256932654200	36	15866
xk	0,23953605648008068500	38	15825
qn	0,24810817516437166600	40	16081
fx	0,25727911646586345300	41	15894
'b	0,26351307924673822200	41	15517
qb	0,26592376851969102100	42	15751
jg	0,28296547821165817700	45	15857
pq	0,30184882404728964900	48	15853
qw	0,30410227766399801400	49	16063
'u	0,30582948445886905500	49	15972
sx	0,30825364871665827800	49	15846
'p	0,31823287158367652500	51	15974
qt	0,32801362518135368600	52	15800
jb	0,33283094699824164700	53	15870
qd	0,34318398474737845500	54	15680
fv	0,34967218232906650000	56	15958
'f	0,35441149039358328600	57	16025
qm	0,35996210925165772000	57	15777
cj	0,36308045098413911700	57	15641
jw	0,36855817500158861200	58	15678
bx	0,39389771164186569900	63	15930
vf	0,40579348233237607600	65	15952
tx	0,40857376327864730600	65	15843
fz	0,40890790135883241000	65	15830
jf	0,41128828144773475000	65	15738
ql	0,42265960131213726900	67	15784
qo	0,42412524168901640300	68	15964
qq	0,42657704239917269900	66	15405
'h	0,42758877114705335500	69	16067
dx	0,44125063035804336800	70	15793
zq	0,47702736630680391600	76	15855
mx	0,48898202832285514700	77	15669
vz	0,49779458097038437300	79	15790
pz	0,50238633509168550600	80	15843
yq	0,50820475140827822600	83	16248
wj	0,51965940395692461800	83	15888
'm	0,53191489361702127600	86	16081
qr	0,53595911753708089200	86	15959
jm	0,53930076865856682300	87	16044
jt	0,55559063072163646600	88	15750
mq	0,59347181008902077100	96	16079
bq	0,60350788960834852500	96	15810
'v	0,60773134515381241700	97	15863
jj	0,63401695024907808700	98	15358
jl	0,63729736418760054400	103	16058
zf	0,64861460957178841300	103	15776
'r	0,65831117863020635500	104	15693
qe	0,70794261938769173400	114	15988
xg	0,70872619122951338300	112	15690
bz	0,71061480870503140600	112	15648
jh	0,73461324773134144000	119	16079
vh	0,74105830475257226800	121	16206
xq	0,75398803589232303000	121	15926
jp	0,75871582643591672900	121	15826
vp	0,77630108061110421000	125	15976
'o	0,82002857675343231600	132	15964
'n	0,85661080074487895700	138	15971
xx	0,87905036894449791400	137	15447
xr	0,88686333682330479700	144	16092
fj	0,89351737737244269100	145	16082
'c	0,91594491868652252400	147	15901
jk	0,94917330067360685800	155	16174
'i	0,95017815840470088100	152	15844
lx	1,00751053306466385700	165	16211
tq	1,01494396014943960100	163	15896
jy	1,07721046077210460700	173	15886
'e	1,09457631287664493900	178	16083
vm	1,09477635283077885500	175	15809
vg	1,11474615291409184500	184	16321
jc	1,12705549054628318000	183	16053
