
''	0	0	304
a'	0	0	400
'b	0	0	293
b'	0	0	303
'c	0	0	275
c'	0	0	279
d'	0	0	277
'e	0	0	341
e'	0	0	395
f'	0	0	284
'f	0	0	285
'g	0	0	288
g'	0	0	307
gj	0	0	363
gz	0	0	325
'h	0	0	286
h'	0	0	300
i'	0	0	370
j'	0	0	313
'j	0	0	315
jb	0	0	333
jf	0	0	337
jh	0	0	324
jq	0	0	341
jw	0	0	327
jx	0	0	322
jz	0	0	302
'k	0	0	288
k'	0	0	317
kq	0	0	324
kz	0	0	297
l'	0	0	265
m'	0	0	287
mq	0	0	359
n'	0	0	304
'o	0	0	344
o'	0	0	397
p'	0	0	276
'p	0	0	301
pz	0	0	308
'q	0	0	293
q'	0	0	305
qg	0	0	329
qj	0	0	327
qk	0	0	345
qo	0	0	363
qw	0	0	324
qx	0	0	308
qz	0	0	334
r'	0	0	280
'r	0	0	287
s'	0	0	292
t'	0	0	283
tq	0	0	359
'u	0	0	362
u'	0	0	396
'v	0	0	273
v'	0	0	280
vk	0	0	336
vq	0	0	331
vz	0	0	353
w'	0	0	277
'w	0	0	317
wj	0	0	337
wq	0	0	360
wz	0	0	317
x'	0	0	280
'x	0	0	299
xg	0	0	301
xh	0	0	332
xj	0	0	331
xk	0	0	335
xz	0	0	355
y'	0	0	359
yj	0	0	458
yq	0	0	434
yw	0	0	505
z'	0	0	277
'z	0	0	310
zf	0	0	319
zj	0	0	328
zp	0	0	318
zq	0	0	338
zv	0	0	317
zw	0	0	322
zx	0	0	348
gq	0,34246575342465753400	1	290
hk	0,57803468208092485500	2	343
dw	0,62893081761006289300	2	315
zm	0,76335877862595419800	3	389
yv	0,89285714285714285700	4	443
fq	1,08108108108108108100	4	365
jm	1,14942528735632183900	4	343
qt	1,38408304498269896100	4	284
'y	1,47492625368731563400	5	333
hj	1,56739811912225705300	5	313
pj	1,64835164835164835100	6	357
yf	1,70731707317073170700	7	402
tj	1,75953079178885630400	6	334
wx	1,86170212765957446800	7	368
mz	1,92307692307692307600	7	356
jv	2,03389830508474576200	6	288
xw	2,09580838323353293400	7	326
kx	2,20820189274447949500	7	309
yh	2,24299065420560747600	12	522
zc	2,29885057471264367800	8	339
zg	2,34604105571847507300	8	332
xf	2,38726790450928381900	9	367
gx	2,46575342465753424600	9	355
hx	2,53807106598984771500	10	383
'i	2,54957507082152974500	9	343
xq	2,64026402640264026400	8	294
fj	2,67857142857142857100	9	326
bq	2,75482093663911845700	10	352
kl	2,85714285714285714200	13	441
uq	2,85714285714285714200	14	475
uj	2,89575289575289575200	15	502
xb	3,03030303030303030300	9	287
'l	3,06122448979591836700	9	284
qy	3,15186246418338108800	11	337
jp	3,30330330330330330300	11	321
qp	3,35195530726256983200	12	345
px	3,38461538461538461500	11	313
lh	3,62116991643454038900	13	345
xm	3,67454068241469816200	14	366
vf	3,74149659863945578200	11	282
gw	3,75000000000000000000	12	307
qf	3,79746835443037974600	12	303
vv	3,85964912280701754300	11	273
xv	3,88349514563106796100	12	296
qb	3,90879478827361563500	12	294
ej	4,07331975560081466300	20	470
zb	4,11764705882352941100	14	325
kd	4,14201183431952662700	14	323
lq	4,25531914893617021200	14	314
gf	4,28571428571428571400	15	334
jr	4,29447852760736196300	14	311
kp	4,30463576158940397300	13	288
fk	4,37317784256559766700	15	327
vj	4,39189189189189189100	13	282
xn	4,42477876106194690200	15	323
kb	4,44444444444444444400	14	300
cx	4,51977401129943502800	16	337
oj	4,61893764434180138500	20	412
zh	4,68319559228650137700	17	345
jg	4,68750000000000000000	15	304
bz	4,70219435736677115900	15	303
kf	4,73684210526315789400	18	361
fv	4,74308300395256916900	12	240
nq	4,87804878048780487800	16	311
wv	5,12820512820512820500	18	332
qh	5,15151515151515151500	17	312
kv	5,18731988472622478300	18	328
qe	5,30120481927710843300	22	392
jk	5,49738219895287958100	21	360
mj	5,53745928338762214900	17	289
yb	5,66801619433198380500	28	465
xr	5,70570570570570570500	19	313
'm	5,80204778156996587000	17	275
pq	5,80645161290322580600	18	291
xu	5,82750582750582750500	25	403
kc	5,84415584415584415500	18	289
qn	5,98802395209580838300	20	313
dk	6,02006688963210702300	18	280
km	6,04229607250755287000	20	310
vw	6,06060606060606060600	20	309
qq	6,20915032679738562000	19	286
xd	6,28742514970059880200	21	312
jj	6,47482014388489208600	18	259
yg	6,47482014388489208600	54	779
gv	6,48967551622418879000	22	316
qd	6,49350649350649350600	20	287
zk	6,54205607476635514000	21	299
iy	6,64505672609400324100	41	575
jl	6,68604651162790697600	23	320
yy	6,69291338582677165300	34	473
kj	6,92771084337349397500	23	308
jd	7,01754385964912280700	24	317
xp	7,05521472392638036800	23	302
zs	7,05521472392638036800	23	302
jt	7,09876543209876543200	23	300
fz	7,18750000000000000000	23	296
zr	7,25075528700906344400	24	306
hh	7,28291316526610644200	26	330
vh	7,29729729729729729700	27	342
qv	7,30158730158730158700	23	291
kn	7,31707317073170731700	33	417
